START_TARGETS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_DCID,PART_NUMBER,LABEL,TIME_DATA,UP_DELAY,DOWN_TIME,DOWN_DELAY,FOCUS_TIME,FOCUS_DELAY,COLOR_TIME,COLOR_DELAY,BEAM_TIME,BEAM_DELAY,DURATION,MARK,BLOCK,ASSERT,ALL_FADE,PREHEAT,FOLLOW,LINK,LOOP,CURVE,RATE,EXTERNAL_LINKS,EFFECTS,MODE,CUE_NOTES,SCENE_TEXT,SCENE_END
1,Cue,1,68,A31297DD-621A-4B1A-A9FC-9F5D446F3375,,,1,,,,,,,,,,1,M,,,,,,,,,,,,,,Scene 14: The Tower PART 2,
1,Cue,1,69,5373F5E3-769D-4318-9F2B-DD812CEC679C,,Icarus and Deadulus throwen in tower,5,,,,,,,,,,5,M,,,,,,,,,,,,,,,
1,Cue,1,70,47E52719-CC0E-4786-B496-454D6DBEDD7A,,,5,,,,,,,,,,5,M,b,,,,,,,,,,,,,,
1,Cue,1,71,E0353CA4-0E11-4B80-B4F3-75A88A77A03C,,,,,,,,,,,,,5.5,M,b,,,,,,,,,,,,,,
1,Cue,1,71,E0353CA4-0E11-4B80-B4F3-75A88A77A03C,1,Sam On Box With Wings,1,,,,,,,,,,1,M,b,,,,,,,,,,,,,,
1,Cue,1,71,E0353CA4-0E11-4B80-B4F3-75A88A77A03C,2,,5,0.5,,,,,,,,,5.5,,,,,,,,,,,,,,,,
1,Cue,1,73,96138AC9-CFCF-4361-A46B-73C3F1B20428,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,
1,Cue,1,74,8894A730-E8D0-4A57-9FB6-6CA7CEABC94B,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,
1,Cue,1,74,8894A730-E8D0-4A57-9FB6-6CA7CEABC94B,1,,10,,,,,,,,,,10,,,,,,,,,,,,,,,,
1,Cue,1,74,8894A730-E8D0-4A57-9FB6-6CA7CEABC94B,2,,30,,,,,,,,,,30,,,,,,,,,,,,,,,,
1,Cue,1,74,8894A730-E8D0-4A57-9FB6-6CA7CEABC94B,3,,45,,,,,,,,,,45,,,,,,,,,,,,,,,,
1,Cue,1,75,F5E92C45-4BFF-4ABE-B80E-782C60320AC9,,---Follow---,0,,,,,,,,,,0,M,,,,,F0.5,,,,,,,,,,
1,Cue,1,76,1E379E46-5882-458B-9515-864C8886D4CD,,,5,,,,,,,,,,5,,b,,,,,,,,,,,,,,
1,Cue,1,77,DBC6194A-0324-40C5-BA87-343C60129118,,Transition,5,,,,,,,,,,5,M,b,,,,,,,,,,,,,,
1,Cue,1,78,995EDCEF-5C57-4B47-914A-E457FF0C158F,,Actors sit,5,,,,,,,,,,5,,b,,,,,,,,,,,,,,
1,Cue,1,79,D4648CDB-F74F-4E45-AFCE-482E0EAB840D,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
1,Cue,1,79,D4648CDB-F74F-4E45-AFCE-482E0EAB840D,1,Mural Turns,7,,,,,,,,,,7,,,,,,,,,,,,,,,,
1,Cue,1,79,D4648CDB-F74F-4E45-AFCE-482E0EAB840D,2,,7,2,,,,,,,,,9,,,,,,,,,,,,,,,,
1,Cue,1,79,D4648CDB-F74F-4E45-AFCE-482E0EAB840D,3,,7,4,,,,,,,,,11,,,,,,,,,,,,,,,,
1,Cue,1,80,0D9B2E66-BF49-41FC-90D0-30E31A472DF0,,exhale,1,,,,,,,,,,1,,b,,,,,,,,,,,,,,
1,Cue,1,81,B8D0B52D-5001-42BB-9525-272068EF63FE,,---Audio Cue---,0,,,,,,,,,,0,,b,,,,,,,,,,,,,,Scene_End
15,Cue_List,,1,A7D30FDC-40E6-491A-8983-F6C69C2ED9FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_TARGETS
